filename,clause_text
GSAOP0309-Non-disclosure-agreement.pdf,"5.4 Paragraphs 5.1 and 5.2 above shall not apply to the extent that the Recipient is required to retain any such Confidential Information by any applicable law, rule or regulation or by any competent judicial or governmental body."
GSAOP0309-Non-disclosure-agreement.pdf,Article 6 – Breach of obligations
GSAOP0309-Non-disclosure-agreement.pdf,"Should the Recipient or any Authorised Third Party breach any of its obligations of confidentiality under this Agreement and without prejudice to any right of the GSA to seek damages before the competent jurisdiction, the GSA may, by written notice to the Recipient, withdraw the right of the Recipient to use the Confidential Information for the Purpose."
GSAOP0309-Non-disclosure-agreement.pdf,Article
GSAOP0309-Non-disclosure-agreement.pdf,7 – Duration of this Agreement and protection of the Confidential Information
GSAOP0309-Non-disclosure-agreement.pdf,7.1
GSAOP0309-Non-disclosure-agreement.pdf,This Agreement shall enter into force on the date of the last signature by the Parties and shall remain in effect until the Completion of the Purpose.
GSAOP0309-Non-disclosure-agreement.pdf,7.2
GSAOP0309-Non-disclosure-agreement.pdf,"The obligations imposed by Articles 2 and 3 above with respect to the access to, use, distribution, disclosure and protection of Confidential Information for pursuing the Purpose shall apply:"
GSAOP0309-Non-disclosure-agreement.pdf, for ten years with regards to Confidential Information;
GSAOP0309-Non-disclosure-agreement.pdf, in accordance with the procedures and duration specified by
GSAOP0309-Non-disclosure-agreement.pdf,the authorities concerned with regards to Classified Confidential Information
GSAOP0309-Non-disclosure-agreement.pdf,"from the date of receipt of the Confidential Information by the Recipient, notwithstanding the Completion of the Purpose."
GSAOP0309-Non-disclosure-agreement.pdf,Article
GSAOP0309-Non-disclosure-agreement.pdf,8 – Communication of the Confidential Information
GSAOP0309-Non-disclosure-agreement.pdf,8.1
GSAOP0309-Non-disclosure-agreement.pdf,The Confidential Information shall be sent by the GSA to the following person:
GSAOP0309-Non-disclosure-agreement.pdf,Title and full name
GSAOP0309-Non-disclosure-agreement.pdf,Function
GSAOP0309-Non-disclosure-agreement.pdf,Company name
GSAOP0309-Non-disclosure-agreement.pdf,Official address in full
GSAOP0309-Non-disclosure-agreement.pdf,Telephone number
GSAOP0309-Non-disclosure-agreement.pdf,Fax number
GSAOP0309-Non-disclosure-agreement.pdf,Email address
GSAOP0309-Non-disclosure-agreement.pdf,8.2
GSAOP0309-Non-disclosure-agreement.pdf,The Recipient shall send any communication regarding the Confidentiality Agreement to the following address:
GSAOP0309-Non-disclosure-agreement.pdf,Ms Rachelle Antal
GSAOP0309-Non-disclosure-agreement.pdf,Legal Officer
GSAOP0309-Non-disclosure-agreement.pdf,European GNSS Supervisory Authority
GSAOP0309-Non-disclosure-agreement.pdf,Rue de la Loi 56
GSAOP0309-Non-disclosure-agreement.pdf,"L-56, 07/18"
GSAOP0309-Non-disclosure-agreement.pdf,BE-1049 Brussels
GSAOP0309-Non-disclosure-agreement.pdf,Belgium
GSAOP0309-Non-disclosure-agreement.pdf,rachelle.antal@gsa.europa.eu
GSAOP0309-Non-disclosure-agreement.pdf,Fax: +32 (0)2 292 07 41
GSAOP0309-Non-disclosure-agreement.pdf,8.3
GSAOP0309-Non-disclosure-agreement.pdf,"In accordance with Articles 5.1 and 5.2 above, the Confidential Information shall be returned by the Recipient to the following person:"
GSAOP0309-Non-disclosure-agreement.pdf,Mr Olivier Crop
GSAOP0309-Non-disclosure-agreement.pdf,Head of Security Department
GSAOP0309-Non-disclosure-agreement.pdf,European GNSS Supervisory Authority
GSAOP0309-Non-disclosure-agreement.pdf,Rue de la Loi 56
GSAOP0309-Non-disclosure-agreement.pdf,"L-56, 07/85"
GSAOP0309-Non-disclosure-agreement.pdf,BE-1049 Brussels
GSAOP0309-Non-disclosure-agreement.pdf,Belgium
GSAOP0309-Non-disclosure-agreement.pdf,"Article 9 – Waiver, disclaimer and liability"
GSAOP0309-Non-disclosure-agreement.pdf,9.1
GSAOP0309-Non-disclosure-agreement.pdf,"No failure or delay by the GSA in exercising any of its rights under this Agreement shall operate as a waiver thereof, nor shall any single or partial exercise preclude any other or further exercise of such rights."
GSAOP0309-Non-disclosure-agreement.pdf,9.2
GSAOP0309-Non-disclosure-agreement.pdf,"The Confidential Information is provided ""as is"" and the GSA disclaims all warranties of any kind relating to the Confidential Information, whether expressed or implied, including but not limited to, any implied warranty against infringement of third party property rights or as to merchantability or fitness for a particular purpose."
GSAOP0309-Non-disclosure-agreement.pdf,9.3
GSAOP0309-Non-disclosure-agreement.pdf,"The GSA will not be liable for any damages whatsoever including, but not limited to, damages for loss of business profit, business interruption, loss of business information, or any other pecuniary loss arising out of the use of, or inability to use, the Confidential Information."
GSAOP0309-Non-disclosure-agreement.pdf,Article 10 – Applicable law; Dispute
GSAOP0309-Non-disclosure-agreement.pdf,10.1
GSAOP0309-Non-disclosure-agreement.pdf,This Agreement shall be governed and construed in accordance with the laws of Belgium.
GSAOP0309-Non-disclosure-agreement.pdf,10.2
GSAOP0309-Non-disclosure-agreement.pdf,The Parties shall make their best efforts to settle amicably all disputes arising in connection with this Agreement.
GSAOP0309-Non-disclosure-agreement.pdf,10.3
GSAOP0309-Non-disclosure-agreement.pdf,"If such amicable settlement fails, the said dispute shall be finally settled by the European Court of Justice in accordance with its rules of procedure."
GSAOP0309-Non-disclosure-agreement.pdf,Article 11 – Final provisions
GSAOP0309-Non-disclosure-agreement.pdf,11.1
GSAOP0309-Non-disclosure-agreement.pdf,The Parties shall bear their own costs incurred under or in connection with the present Agreement.
GSAOP0309-Non-disclosure-agreement.pdf,11.2
GSAOP0309-Non-disclosure-agreement.pdf,This Agreement and the rights and obligations hereunder may not be transferred or assigned by the Recipient without the prior written approval of the GSA.
GSAOP0309-Non-disclosure-agreement.pdf,11.3
GSAOP0309-Non-disclosure-agreement.pdf,"This Agreement represents the entire understanding and agreement of the Parties with respect to the Confidential Information, as defined in Article 2 above, and supersedes and cancels any and all previous declarations, negotiations, commitments, communications either oral or written, approvals, agreements and confidentiality agreements between the Parties in respect thereto."
GSAOP0309-Non-disclosure-agreement.pdf,"Any rights and obligations which, by their nature, are to remain in effect beyond expiration or termination of such confidentiality agreements will survive."
GSAOP0309-Non-disclosure-agreement.pdf,11.4
GSAOP0309-Non-disclosure-agreement.pdf,"If any term of this Agreement is or becomes illegal, invalid or unenforceable in any jurisdiction, that shall not affect the legality, validity or enforceability in that jurisdiction of any other terms of this Agreement, nor the legality, validity or enforceability in other jurisdictions of that or any other provision of this Agreement."
GSAOP0309-Non-disclosure-agreement.pdf,11.5
GSAOP0309-Non-disclosure-agreement.pdf,No amendment or modification of this Agreement shall be binding or effective unless made in writing and signed on behalf of both Parties by their respective duly authorised representative.
GSAOP0309-Non-disclosure-agreement.pdf,"Done in two originals in the English language one for each Party,"
GSAOP0309-Non-disclosure-agreement.pdf,On behalf of _________________
GSAOP0309-Non-disclosure-agreement.pdf,[Company name]
GSAOP0309-Non-disclosure-agreement.pdf,"Read and agreed,"
GSAOP0309-Non-disclosure-agreement.pdf,On
GSAOP0309-Non-disclosure-agreement.pdf,"_________________ [date], in"
GSAOP0309-Non-disclosure-agreement.pdf,______________________
GSAOP0309-Non-disclosure-agreement.pdf,________________
GSAOP0309-Non-disclosure-agreement.pdf,"[Title, name in full, function], authorised representative of ________________"
GSAOP0309-Non-disclosure-agreement.pdf,[Company name] for the signature of this Agreement
GSAOP0309-Non-disclosure-agreement.pdf,"On behalf of the GSA Read and agreed,"
GSAOP0309-Non-disclosure-agreement.pdf,On
GSAOP0309-Non-disclosure-agreement.pdf,"_________________, in"
GSAOP0309-Non-disclosure-agreement.pdf,_______________________
GSAOP0309-Non-disclosure-agreement.pdf,"Ms Heike Wieland, Head of Legal Department, authorised representative of the GSA for the signature of this Agreement"
GSAOP0309-Non-disclosure-agreement.pdf,LIST OF CONFIDENTIAL INFORMATION
GSAOP0309-Non-disclosure-agreement.pdf,This list of Confidential Information can subsequently be enlarged by registered letter by the GSA.
GSAOP0309-Non-disclosure-agreement.pdf,Document Title Document Issue Classification
GSAOP0309-Non-disclosure-agreement.pdf,Reference
GSAOP0309-Non-disclosure-agreement.pdf,RD7
GSAOP0309-Non-disclosure-agreement.pdf,PRS Technologies Development D3800-2 0.0 RESTREINT UE
GSAOP0309-Non-disclosure-agreement.pdf,Plan
GSAOP0309-Non-disclosure-agreement.pdf,Final Report on User interface D4600-2 1.0 RESTREINT UE
GSAOP0309-Non-disclosure-agreement.pdf,Equipment Segmentation O3110-1 1.0 UNCLASSIFIES
GSAOP0309-Non-disclosure-agreement.pdf,Refinement
GSAOP0309-Non-disclosure-agreement.pdf,Comparison with other O3120-1 1.0 RESTREINT UE
GSAOP0309-Non-disclosure-agreement.pdf,Technologies
GSAOP0309-Non-disclosure-agreement.pdf,Security Modules O3210-2 0.2 RESTREINT UE
GSAOP0309-Non-disclosure-agreement.pdf,Antennas and RF Front-end O3220 4.0 CONTROLLED
GSAOP0309-Non-disclosure-agreement.pdf,Techniques and Technologies UNCLASSIFIED
GSAOP0309-Non-disclosure-agreement.pdf,Signal Processing Techniques O3230-2 N/A RESTREINT UE
GSAOP0309-Non-disclosure-agreement.pdf,and Technologies
GSAOP0309-Non-disclosure-agreement.pdf,Interference and Jamming O3240-2 1.11 RESTREINT UE
GSAOP0309-Non-disclosure-agreement.pdf,Robustness -Techniques and
GSAOP0309-Non-disclosure-agreement.pdf,Technologies draft Report
GSAOP0309-Non-disclosure-agreement.pdf,Jamming Simulations on Galileo O3240-3 1.0 RESTREINT UE
GSAOP0309-Non-disclosure-agreement.pdf,L1 and E6 bands
GSAOP0309-Non-disclosure-agreement.pdf,Initial Architecture O4100-1 1.0 RESTREINT UE
GSAOP0309-Non-disclosure-agreement.pdf,Roadmap for the Exploitation of O4500-1 1.0 RESTREINT UE
GSAOP0309-Non-disclosure-agreement.pdf,PRS
GSAOP0309-Non-disclosure-agreement.pdf,RD8
GSAOP0309-Non-disclosure-agreement.pdf,GNSS
GSAOP0309-Non-disclosure-agreement.pdf,Security Centre Operator GSA 3SC 08- Draft 0.3 RESTREINT UE
GSAOP0309-Non-disclosure-agreement.pdf,User Requirements Document 12-06-05
GSAOP0309-Non-disclosure-agreement.pdf,RD9
GSAOP0309-Non-disclosure-agreement.pdf,Policy for the Use and GSASS-T1- 1.2 RESTREINT UE
GSAOP0309-Non-disclosure-agreement.pdf,Management of PRS in Member GL-LOG-A-
GSAOP0309-Non-disclosure-agreement.pdf,States 0033
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Non-Disclosure
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Agreement
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,THIS NON-DISCLOSURE AGREEMENT
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"is made as of the ____ day of _______ 20__ (the “Effective Date”) between Georgia Transmission Corporation (An Electric Membership Corporation) (“GTC”), with offices at 2100 E. Exchange Place, Tucker, Georgia 30084 and ______________________, (on behalf of yourself and, as a duly authorized representative, on behalf of your organization/employer) (“Recipient”)."
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"Hereinafter, GTC and Recipient may be referred to collectively as the “Parties”."
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"WHEREAS, Recipient has requested data used in conjunction with transmission studies conducted by GTC, including but not limited to System Impact Studies and/or Facilities Studies (“Transmission Studies”), which data contains critical energy infrastructure information (“CEII”), as defined by the regulations of the Federal Energy Regulatory Commission (“FERC”) in 18 C.F.R. § 388.113;"
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"WHEREAS, it is necessary for GTC to protect CEII from unauthorized disclosure."
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"WHEREAS, the Parties agree that CEII disclosed to Recipient is Confidential Information, which must be protected from disclosure and unauthorized use;"
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"NOW THEREFORE, GTC presents to Recipient this Non-Disclosure Agreement as its conditional offer setting forth the terms and conditions of the Recipients access to Confidential Information, including CEII."
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"Execution of this Non-Disclosure Agreement on behalf of Recipient and Recipient’s organization constitutes acceptance of the offer, including and subject to its terms and conditions."
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,I. Definitions
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,“Confidential Information” is defined as: CEII made available through a restricted area within the GTC’s OASIS website or otherwise furnished to you by GTC;
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"(ii) new information created using such information and that contains CEII, such as any copies, summaries, diagrams, notes, calculations, recommendations, evaluations, opinions, reports and/or conclusions or other similar materials prepared from or based upon the Confidential Information, including any such information that has been stored electronically (“Derivative Information”); and"
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,(iii) any information you know or reasonably should know to be CEII that is furnished and/or made available to you by GTC in connection with this Non-Disclosure Agreement.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"Confidential Information would include, but would not be limited to, load flow base case models and/or stability models, designs, formulae, processes, models, photographs, plans, drawings, schematics, sketches, samples, equipment, equipment performance reports, GTC bidders’ lists, pricing information, studies, reports, findings, inventions, ideas, specifications, parts lists, technical data, data bases, computer programs, except those computer programs proprietary to Recipient, flow charts, algorithms, information regarding GTC’s executives and employees, and other business and technical information which are used for purposes of any project performed by GTC for Recipient."
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"“Confidential Information” shall also include any other information, document or thing that GTC marks or labels as “Confidential."
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,”
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,II. Purpose
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Recipient desires access to information of a proprietary and confidential nature relating to (describe CEII and Confidential Information requested)
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,__________________
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,________________________________________________________________________
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,for the intend use (describe):
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,________________________________________________
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,________________________________________________________________________
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,III. Non-Disclosure
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"Recipient must hold in confidence and not disclose, reproduce, distribute, transmit, reverse engineer, de-compile, disassemble, or transfer, in any form, by any means, or for any purpose, the Confidential Information or any portion of it."
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Recipient must ensure that the Confidential Information is maintained by it in confidence in a manner so as to ensure that it will not be viewed or taken by any unauthorized person or further disclosed in a manner not authorized in this Agreement.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Recipient may disclose the Confidential Information solely to:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,(a) those individuals within your organization who
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,(i) have requested access to Confidential Information from GTC and have been granted such access;
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,(ii) need to know the information to do their jobs;
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,(iii) have been advised of the duty of non-disclosure; and
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,(iv) have executed this Non-Disclosure Agreement.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Additional persons employed by your organization may execute this Agreement using the form set forth in Appendix A
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"(b) personnel hired by you for help and/or advice, such as business consultants, lawyers, and/or accountants, if those personnel"
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,(i) have individually requested access to Confidential Information from GTC and have been granted such access;
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,(ii) need to know the information to do their jobs;
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,(iii) have been advised of the duty of non-disclosure; and
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,(iv) have individually executed this Non Disclosure Agreement.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Such personnel must execute this Agreement in the form set forth in Appendix B.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"As described above, you may exercise your right of access to Confidential Information only through individuals who:"
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,(i) have requested access to Confidential Information from GTC and have been granted such access;
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,(ii) need to know the information to do their jobs;
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,(iii) have been advised of the duty of non-disclosure; and
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,(iv) have executed this Non Disclosure Agreement by providing a signed copy of Appendix A or Appendix B to GTC.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,You agree to keep an updated list of such individuals and to ensure that only those individuals have access to Confidential Information.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,IV. Standard of Care Confidential Information shall be maintained by Recipient in a secure place.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Access to those materials shall be limited to other Recipients of the identical material.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"Recipients may make copies of Confidential Information, but such copies become Confidential Information and subject to these same procedures."
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Recipients may make notes of Confidential Information which shall be treated as Confidential Information notes if they contain Confidential Information.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,V. Use of Confidential Information
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,The Recipient will not knowingly use Confidential Information for an illegal or non-legitimate purpose.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"The Recipient of CEII may use CEII as foundation for advice provided to others, but may not disclose CEII to another individual unless that individual is an approved Recipient of the same CEII."
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,The Recipient agrees that you will only use Confidential Information solely for the purpose as stated in Section II.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,You may not use Confidential Information for any other purpose.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,VI. Property Rights
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Confidential Information is and at all times remains the property of GTC.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"Confidential Information disclosed in connection with any work performed for GTC may be used only as permitted by this Non-Disclosure Agreement, and GTC does not convey any proprietary right or license, whether implied or otherwise, except as may be expressly granted in this Non-Disclosure Agreement."
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,VII. Exceptions
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,The obligations imposed on either party herein shall not apply to Confidential Information which:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"A. Is made public by GTC or which otherwise becomes part of the public domain through no wrongful act, fault or negligence on the part of the Recipient or its employees;"
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,B. The Recipient can reasonably demonstrate is already in the Recipient’s possession as a result of matters unrelated to the Project and not subject to an agreement of confidentiality;
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,C. Is received from a third party without restriction and without breach of an agreement with GTC;
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"D. Is independently developed by the Recipient without reliance upon and not as result of information received in connection with any work performed for GTC, or any Confidential information received, as evidenced by the Recipient’s written records;"
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"E. Is independently developed by the Recipient for purposes unrelated to the Project, as evidenced by the Recipient’s written records; or"
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"F. The Recipient is required to disclose pursuant to a valid order of a court, governmental body or regulatory agency, provided that to the extent it may lawfully do so, the Recipient shall first have given written notice to GTC and given GTC a reasonable opportunity to interpose an objection or obtain a protective order, and to cooperate with GTC in taking steps to restrict or narrow the information you must disclose."
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,VIII. Return of Confidential Information
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"GTC may revoke your access to Confidential Information at any time, with or without notice."
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"Recipient shall return all originals, copies, reproductions and summaries of Confidential Information at GTC’s request or, at GTC’s option, certify destruction of the same within fifteen (15) days of a written request by GTC."
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"Within such time period, each Recipient, if requested to do so, shall also submit to the GTC an affidavit stating that, to the best of his or her knowledge, all Confidential Information has been returned or destroyed and that Confidential Information notes have either been returned or destroyed."
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,IX. Injunctive Relief
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"In the event of a breach or threatened breach or intended breach of this Non-Disclosure Agreement by Recipient, GTC, in addition to any other rights and remedies available to it at law or in equity, shall be entitled to preliminary and final injunctions, enjoining and restraining such breach or threatened breach or intended breach."
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,X. Governing Law
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"The laws of the State of Georgia govern the validity, construction, and performance of this Non-Disclosure Agreement and suit may be brought in Georgia to enforce the terms of this Non-Disclosure Agreement."
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,XI.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Term
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,This Non-Disclosure
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"Agreement shall expire on three (3) calendar years from December 31 of the year in which you execute this Non-Disclosure Agreement; provided, however, that notwithstanding the termination of this Non-Disclosure Agreement, the confidentiality obligations and covenants of this Non-Disclosure Agreement will survive indefinitely and shall not terminate, or else shall remain in effect as long as permitted by law."
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"GTC may revoke your access to Confidential Information at any time, with or without notice."
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,GTC may extend the term of this Non-Disclosure Agreement in its sole discretion.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,XII.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Other Provisions
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"If any part of the Agreement is found to be invalid or unenforceable, the rest of the Agreement will still remain effective."
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"GTC may exercise its rights under this Agreement at any time, even if they delayed doing so or failed to do so in the past."
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,All Confidential Information is provided “as is” and with all faults.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,GTC shall not be liable for the accuracy or completeness of Confidential Information.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,GTC is not responsible for Recipient’s use of Confidential Information.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Recipient agrees to hold GTC harmless and indemnify them for any and all damages and liabilities arising from any action you may take with respect to Confidential Information.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"Recipient acknowledges that GTC is not responsible or liable for any other entity’s designation of information as CEII, including any improper designation."
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,This is the entire agreement between the Parties concerning the duty of non-disclosure of Confidential Information.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,No modification or waiver of any part of this Non-Disclosure Agreement is legally enforceable unless the Parties have agreed in writing.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,The duly authorized representatives of the Parties have executed this Non Disclosure Agreement to be Effective Date indicated on the first page above.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Recipient:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,___________________________
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,(Signature)
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Name (Printed):
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,___________________________
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Title:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,____________________________
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Organization:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,_____________________________
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Address:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,____________________________
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,____________________________
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,____________________________
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Telephone:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,____________________________
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,E-mail:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,____________________________
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Georgia Transmission Corporation (An Electric Membership Corporation):
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Signature:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,_______________________________
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Name (Printed):
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,__________________________
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Title:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,__________________________
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,APPENDIX
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,A
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,I am employed by
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"_________________________ (Organization), an organization that has executed this Non-Disclosure Agreement."
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,I have read the entire Non-Disclosure Agreement.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,"I understand that I may not disclose Confidential Information to anyone, in any way, except as authorized by the Non-Disclosure Agreement."
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,I agree to be bound by this duty and all other duties and obligations imposed by this Non-Disclosure Agreement.
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,AGREED AND EXECUTED by (attach additional sheets as necessary):
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Signature: Signature:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Name: Name:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Organization: Organization:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Address: Address:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Telephone: Telephone:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,E-mail: E-mail:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Date: Date:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Signature: Signature:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Name: Name:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Organization: Organization:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Address: Address:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Telephone: Telephone:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,E-mail: E-mail:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Date: Date:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Signature: Signature:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Name: Name:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Organization: Organization:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Address: Address:
GTC_CEII_Non_Disclosure_Agmt_05111_revised.pdf,Telephone: Telephone:
